band,pair,subject,polarity,delta_rad,conc_ictal,conc_inter,n_ictal_windows,n_inter_windows
alpha,FP1-F3|F4-C4,chb05,standard,+1.5209,0.9142,0.5711,5,10
alpha,FP1-F3|F4-C4,chb07,standard,+1.4874,0.7825,0.9671,3,10
alpha,FP1-F3|F4-C4,chb11,inverted,+0.3052,0.8883,0.9448,3,10
alpha,FP1-F3|F4-C4,chb14,standard,+2.6662,0.6252,0.7455,8,10
alpha,FP1-F3|F4-C4,chb21,inverted,+2.3107,0.5076,0.1891,4,10
alpha,F3-C3|FP2-F8,chb01,standard,-0.2481,0.9469,0.8831,7,10
alpha,F3-C3|FP2-F8,chb03,inverted,-0.2358,0.6421,0.9751,7,10
alpha,F3-C3|FP2-F8,chb05,standard,+0.8281,0.3672,0.8332,5,10
alpha,F3-C3|FP2-F8,chb07,standard,-0.2633,0.9449,0.9226,3,10
alpha,F3-C3|FP2-F8,chb11,inverted,-0.3704,0.9508,0.8966,3,10
alpha,F3-C3|FP2-F8,chb14,standard,+0.0340,0.9440,0.9753,8,10
alpha,F3-C3|FP2-F8,chb21,inverted,+0.0468,0.9813,0.8974,4,10
alpha,F3-C3|F8-T8,chb01,standard,-0.0904,0.9419,0.8588,7,10
alpha,F3-C3|F8-T8,chb03,inverted,+0.1237,0.7977,0.9659,7,10
alpha,F3-C3|F8-T8,chb05,standard,-0.4633,0.4943,0.8054,5,10
alpha,F3-C3|F8-T8,chb07,standard,-0.6725,0.9873,0.9441,3,10
alpha,F3-C3|F8-T8,chb11,inverted,+0.1846,0.9338,0.8840,3,10
alpha,F3-C3|F8-T8,chb14,standard,+0.2979,0.9371,0.8739,8,10
alpha,F3-C3|F8-T8,chb21,inverted,+0.1384,0.9973,0.7959,4,10
alpha,F3-C3|FP2-F4,chb01,standard,-0.1096,0.9237,0.7871,7,10
alpha,F3-C3|FP2-F4,chb03,inverted,-1.7106,0.7433,0.9469,7,10
alpha,F3-C3|FP2-F4,chb05,standard,-0.1438,0.6529,0.5570,5,10
alpha,F3-C3|FP2-F4,chb07,standard,-0.4296,0.7716,0.7211,3,10
alpha,F3-C3|FP2-F4,chb11,inverted,-0.2036,0.9118,0.7596,3,10
alpha,F3-C3|FP2-F4,chb14,standard,-1.4449,0.8622,0.7233,8,10
alpha,F3-C3|FP2-F4,chb21,inverted,-0.3498,0.9786,0.2891,4,10
alpha,F3-C3|F4-C4,chb01,standard,-0.0869,0.9913,0.9916,7,10
alpha,F3-C3|F4-C4,chb03,inverted,-0.0849,0.7928,0.9947,7,10
alpha,F3-C3|F4-C4,chb05,standard,+0.5246,0.9654,0.9759,5,10
alpha,F3-C3|F4-C4,chb07,standard,-0.2436,0.9990,0.9843,3,10
alpha,F3-C3|F4-C4,chb11,inverted,+0.3246,0.9875,0.9158,3,10
alpha,F3-C3|F4-C4,chb14,standard,+0.0602,0.9699,0.9758,8,10
alpha,F3-C3|F4-C4,chb21,inverted,+0.2984,0.9975,0.9848,4,10
alpha,FP2-F8|F8-T8,chb01,standard,-0.5366,0.8398,0.4771,7,10
alpha,FP2-F8|F8-T8,chb03,inverted,-0.3225,0.4650,0.9396,7,10
alpha,FP2-F8|F8-T8,chb05,standard,+0.3343,0.9318,0.6000,5,10
alpha,FP2-F8|F8-T8,chb07,standard,-0.5941,0.9922,0.9394,3,10
alpha,FP2-F8|F8-T8,chb11,inverted,+0.7863,0.9233,0.4536,3,10
alpha,FP2-F8|F8-T8,chb14,standard,+0.2550,0.9442,0.9146,8,10
alpha,FP2-F8|F8-T8,chb21,inverted,+0.0085,0.9859,0.2561,4,10
alpha,FP2-F8|FP2-F4,chb01,standard,+0.0895,0.9932,0.9983,7,10
alpha,FP2-F8|FP2-F4,chb03,inverted,-0.4393,0.9923,0.9675,7,10
alpha,FP2-F8|FP2-F4,chb05,standard,+1.5482,0.2056,0.9979,5,10
alpha,FP2-F8|FP2-F4,chb07,standard,-0.1372,0.9904,0.9888,3,10
alpha,FP2-F8|FP2-F4,chb11,inverted,-0.1010,0.9987,0.8891,3,10
alpha,FP2-F8|FP2-F4,chb14,standard,+0.0100,0.9805,0.9841,8,10
alpha,FP2-F8|FP2-F4,chb21,inverted,-0.0435,0.9976,0.8262,4,10
alpha,FP2-F8|F4-C4,chb01,standard,-0.1385,0.9955,0.6948,7,10
alpha,FP2-F8|F4-C4,chb03,inverted,+0.1367,0.4628,0.9674,7,10
alpha,FP2-F8|F4-C4,chb05,standard,+0.8913,0.2475,0.8619,5,10
alpha,FP2-F8|F4-C4,chb07,standard,+0.0621,0.9831,0.9781,3,10
alpha,FP2-F8|F4-C4,chb11,inverted,+0.4204,0.9619,0.9278,3,10
alpha,FP2-F8|F4-C4,chb14,standard,+0.0293,0.9822,0.9728,8,10
alpha,FP2-F8|F4-C4,chb21,inverted,+0.4839,0.9760,0.8543,4,10
alpha,F8-T8|FP2-F4,chb01,standard,+0.4049,0.9259,0.8227,7,10
alpha,F8-T8|FP2-F4,chb03,inverted,-0.7742,0.8953,0.9248,7,10
alpha,F8-T8|FP2-F4,chb05,standard,+3.0170,0.6073,0.9747,5,10
alpha,F8-T8|FP2-F4,chb07,standard,+2.0827,0.3418,0.7892,3,10
alpha,F8-T8|FP2-F4,chb11,inverted,-0.5510,0.9834,0.8128,3,10
alpha,F8-T8|FP2-F4,chb14,standard,-1.5148,0.9076,0.2701,8,10
alpha,F8-T8|FP2-F4,chb21,inverted,-0.1542,0.9746,0.9877,4,10
alpha,F8-T8|F4-C4,chb01,standard,+0.0549,0.9827,0.9904,7,10
alpha,F8-T8|F4-C4,chb03,inverted,-0.1969,0.8860,0.9892,7,10
alpha,F8-T8|F4-C4,chb05,standard,+0.2781,0.1185,0.9564,5,10
alpha,F8-T8|F4-C4,chb07,standard,+0.0627,0.9988,0.9817,3,10
alpha,F8-T8|F4-C4,chb11,inverted,+0.0171,0.9979,0.9768,3,10
alpha,F8-T8|F4-C4,chb14,standard,-0.0069,0.9962,0.9966,8,10
alpha,F8-T8|F4-C4,chb21,inverted,+0.0671,0.9980,0.9754,4,10
alpha,FP2-F4|F4-C4,chb01,standard,+0.2176,0.9077,0.7233,7,10
alpha,FP2-F4|F4-C4,chb03,inverted,+0.7451,0.2422,0.8891,7,10
alpha,FP2-F4|F4-C4,chb05,standard,+1.2539,0.8124,0.7910,5,10
alpha,FP2-F4|F4-C4,chb07,standard,-1.2555,0.9801,0.2597,3,10
alpha,FP2-F4|F4-C4,chb11,inverted,+0.5639,0.9537,0.9301,3,10
alpha,FP2-F4|F4-C4,chb14,standard,+1.3825,0.4779,0.9477,8,10
alpha,FP2-F4|F4-C4,chb21,inverted,+0.3488,0.7696,0.4071,4,10
